1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2.375519171,3.918458353,3.301319575,3.461919028,1.838681199,2.436108645,3.238306629,2.031171308,3.764139566,2.005729248,2.32621754,2.454316726,2.300677711,3.349991975,3.374411284
2.711199789,4.02585163,2.960015381,2.590188509,3.540864426,2.872393879,3.289911098,3.344107613,3.894279823,2.76926755,3.12864633,3.889079779,3.647912442,3.52418861,3.161760314
2.959045219,1.508077409,2.93199314,3.732517962,1.147606921,2.31436569,3.387000091,3.266185101,3.278753962,2.467736801,3.482644766,2.166880582,3.590993809,2.323864776,3.421438439
2.703840204,3.834574433,2.678005144,2.830385097,3.281388524,3.767410443,3.950383334,3.108900012,3.532810592,3.00391193,3.646270628,3.742226762,2.219007436,3.769394442,3.118045262
3.072802736,3.186591575,2.989475985,1.434461948,2.660702325,3.853335546,3.344452113,3.728289727,3.994393847,2.695244252,2.456330672,3.528946826,2.145388519,3.574357215,3.412184576
3.225952941,3.260097413,2.974294289,2.056867034,3.619930389,3.206238433,2.367254309,3.803287819,3.665923302,2.520794075,2.894113334,3.061997925,2.68261508,3.223486459,3.82004639
3.628604673,1.01463671,2.889392935,3.417160418,1.885740404,3.858589313,3.434920659,3.850455997,3.874038715,2.913061425,2.850291728,3.087775598,2.764827405,3.541037784,3.190354708
3.812048894,1.927862563,3.562023202,2.838983453,3.062772669,2.802258446,2.864555757,2.661454787,3.307134359,3.679651659,3.192234494,3.177153093,3.094828378,3.862811787,3.380584132
3.626194917,3.8956775,3.942859152,3.092711124,3.546644843,3.680669036,3.44737328,2.576597156,2.014521631,3.23567539,3.169871606,3.258253996,3.040038124,2.44632984,2.389928233
2.301571979,2.361630156,3.431605308,2.481830499,3.322736672,2.917980745,3.346886911,2.933167878,3.114008158,2.502474657,2.95175004,3.694606917,2.465288979,2.886645569,3.13665607
3.734313446,3.169201841,3.481447058,3.844905699,3.186129444,2.655880967,3.542022014,3.749785806,3.692923053,3.168858198,3.13723463,3.713921266,2.60652406,3.000116009,3.42507456
3.144584808,2.418986363,1.950846383,3.067261044,2.787761011,2.915547762,3.716360871,2.944638274,2.419131333,2.544080058,3.628795159,3.53183458,2.281342924,2.251693813,3.124868333
3.679752698,3.180126429,3.384872563,2.809781324,2.602469349,2.878715287,3.406539369,2.962048568,3.378831013,4.020997267,2.825859673,3.625815057,3.112364467,3.219503917,3.515250402
1.81463879,2.634349875,2.024076905,3.37976795,3.17099985,3.371087362,3.727277939,3.89230297,2.613812646,3.953162993,2.538607856,3.274175482,3.144560609,3.202529737,2.723722643
2.335361206,3.918746167,2.483019167,2.122495202,2.014387659,2.511201401,2.967471272,3.456724005,3.463687827,2.965326243,3.756353766,3.792053267,2.878758765,3.806017854,2.169330596
2.172213816,3.635148949,2.089408778,2.991392106,3.568985155,1.003185106,2.025635178,2.70328756,1.969210625,3.266902894,3.152147257,3.194655648,3.222017702,2.981585439,3.572663583
3.90087383,3.286557415,3.446848295,2.479909969,3.428726143,3.281203708,3.421087772,2.420454625,3.545530644,3.634057628,4.026422441,1.590969874,2.022021602,2.413231115,1.858241491
3.355370008,3.593516832,3.016343862,2.435484467,2.88454471,3.133051244,2.086631264,2.789649988,3.095354267,2.820705896,3.523494279,3.093294762,1.981803294,2.929549677,2.921040034
3.320876374,3.09721671,2.839504847,3.458186381,3.540063723,3.368403125,3.119865446,3.179619043,3.052798366,1.825140261,2.054124513,3.050800793,3.073363216,3.000597231,2.713021903
2.477309621,2.321645553,3.788555996,2.221710893,2.974281585,3.243044352,2.960935278,3.332485669,2.826290257,2.904920986,2.663694516,3.136634793,3.038663887,3.763136393,3.186434483
3.176360626,3.509491483,3.968042539,2.885070122,2.938079174,2.747947389,1.621162849,3.942591559,3.72517638,2.821314279,2.826884331,3.774900391,3.94935467,1.563615816,2.54879807
3.352597142,2.956576733,3.928590079,2.736321012,3.099587206,3.10778087,3.390560995,2.66580875,2.054293834,2.655431791,2.035651158,3.457081739,2.84418729,3.467647662,3.155668692
3.383158815,4.008251067,2.799401014,3.812007481,3.910725522,2.547492438,3.66776578,3.883681773,2.147551681,1.781879355,3.457897974,3.64323327,2.736539968,3.382704974,2.325199693
3.524816141,3.00557979,3.302805991,2.860448397,3.791838103,2.862800548,3.492345624,3.244567055,3.219475168,3.344616436,3.410092495,3.089888718,3.162884477,3.106254754,2.605786683
2.216946983,1.754898398,2.187054647,3.327463267,3.466657246,3.279250214,3.708136425,3.052538695,3.126075313,2.960881883,3.12855304,3.143279926,2.682096755,3.161447468,1.91962298
3.855523452,3.682408218,2.68307393,3.720857412,3.30601439,2.980218759,3.2358037,3.750304388,3.220886228,2.159644312,2.693555162,3.571088888,1.965818406,3.8329104,1.713140728
3.250300087,3.111403905,3.374659734,3.528919153,3.653559455,3.29959821,3.225930605,3.952194703,3.038220468,3.70986411,2.95726658,3.242604314,3.666159659,3.219138607,3.221862983
3.191088384,2.792346137,3.681894029,3.745077075,3.50116631,3.781657626,3.654020433,3.748933504,3.157539514,2.69281208,3.903758754,3.30545251,3.009606887,3.60876475,3.113689815
3.547148657,3.090332685,2.011496565,3.202296844,3.023973452,2.077381074,3.890335672,2.458429337,2.895269085,3.273832172,3.769313899,2.477879979,1.811826922,3.863962547,2.461363657
2.332084787,2.924490086,3.237169421,2.89345446,1.85843546,3.559975565,1.97285032,3.497191545,3.519468128,2.570361096,3.102581674,3.758271095,3.020690696,2.36640269,3.572685895
3.773866861,2.014648832,3.30375603,2.787063018,3.213838654,3.82817594,2.511873442,2.976255044,3.635459134,3.532346414,2.918735681,3.669056202,3.654361893,3.505697868,3.374694074
1.962185852,3.448602922,3.078488521,2.621836117,3.119205087,3.413142557,2.848610319,3.297967117,2.880195411,3.200131732,1.381957721,3.811118646,3.202400839,3.745202447,3.165357638
3.310829038,2.306843082,3.691184843,2.210456601,3.507652603,3.804765703,3.119489547,2.815982472,2.487978521,3.010816808,3.332004095,3.806812268,2.816526125,2.882131645,2.098273889
3.651460961,3.236064441,2.690090917,3.430514551,2.238458028,3.675568548,3.315630991,2.62482439,3.206666915,2.682374358,1.761343647,3.585398537,3.774670097,3.389222327,2.957606471
2.49655137,3.189462858,3.769752245,2.79440465,3.628136008,2.764457548,2.900851897,3.52859733,3.538200351,3.576666034,3.808750304,3.018874906,2.861535998,3.243544728,3.650905165
3.6532355,3.18879174,2.158962317,2.87113291,2.832312801,3.048886617,3.411898276,3.668217571,3.087440124,2.471212159,3.479093796,2.194231142,3.77249188,3.60930781,3.148637736
2.619108454,3.111145214,3.800628247,3.295391124,3.940639454,3.722188914,3.166131881,3.920802694,3.6142253,1.934924776,1.788202122,3.240935171,2.293503284,3.012671931,2.794821144
1.896752434,2.201260037,2.802816355,1.90374483,3.750030749,2.9154921,3.56141383,3.351062634,3.633691347,3.647166944,3.211926661,3.464137774,2.478064346,3.629072514,2.982667267
3.695459601,3.62629694,2.746829164,3.477618172,1.709490402,3.838550608,2.172550516,2.029248724,3.262672238,3.264443438,3.82652367,3.62731721,2.635208229,3.113426717,2.061774063
3.095269874,3.642375397,3.819884269,3.022554329,2.353423967,2.819447055,3.774301856,3.491877773,3.862182714,3.88009392,3.221004514,3.789576035,2.060000206,3.024384808,2.130745697
3.454989607,2.415350165,2.180335181,3.112009873,3.858389023,3.33892107,3.533862179,2.352099774,3.862592353,3.555379776,2.863805699,3.82192224,3.671030257,3.073895103,1.758658154
2.298064837,2.819446838,3.47296479,3.879853434,3.771585527,3.296719424,2.734919129,2.978473171,2.741277945,2.736192104,3.500505297,3.442990783,2.996277594,3.076931273,3.500418085
3.073515119,2.42744084,2.533426655,2.701043533,2.387667435,2.863038899,2.109627381,3.100327962,3.454920685,3.773212193,2.799892512,2.970639701,3.635295805,3.949105846,2.150879439
1.845516063,3.356295582,3.965404051,2.983391033,3.837631856,3.641492734,3.283152346,3.813205388,2.059315254,3.894126805,3.710625111,3.818525739,3.42417737,3.70595648,3.333320131
3.258450302,3.623951423,2.821419843,2.911084358,3.86791347,3.364912902,3.502037973,3.633059635,3.989752191,3.715059217,3.625065398,3.295856176,3.11503058,3.290538621,4.003114836
3.975458721,3.010948332,3.510466366,2.922233335,3.002875063,3.23400837,3.559565701,3.92907448,2.32310284,3.446145553,2.455921869,3.400222275,3.279841079,3.005546544,3.288149696
2.76646077,2.885669868,2.976962117,3.127586963,3.183029072,3.512669524,2.716540461,2.918111344,2.263315592,3.257451691,3.233797691,2.651886746,2.746765303,2.464968534,2.076467844
3.939145514,2.779182711,2.972565854,3.372069803,4.019320205,3.668402991,3.163450352,3.418292855,3.695779938,3.604991463,3.259799558,3.26407643,2.875676828,3.072855343,3.207218385
3.1222632,3.03695498,3.52507407,3.339993608,3.481321428,3.788295343,3.030115363,2.711253892,3.201062081,2.857644485,2.919039839,2.706340987,3.427734994,2.51720686,3.378653295
3.224346813,2.804230265,3.081506614,3.794991447,3.520914538,2.953406564,3.852269502,3.138518912,3.240917406,2.114495983,3.914692383,3.716796476,3.824631651,3.337665731,3.06719149
2.20337486,3.37201409,3.105717632,2.344841824,3.984582799,3.234692171,3.175764843,2.85714989,2.989353194,2.533849272,3.552205824,3.217627248,3.845736814,3.508195708,3.69966382
2.389959727,2.60223386,2.918080872,3.822730489,3.782330403,2.494413371,3.389809848,3.043774282,3.652425106,3.603616428,3.162848356,3.647296035,3.647160709,3.218367004,3.050274386
3.886730671,3.378644225,3.045131826,3.915199924,2.083749301,4.02649801,2.469852575,3.815836083,3.531096021,2.871465695,3.235469953,3.937879164,3.163400777,2.358492665,2.835510498
3.959013514,3.963367363,3.598326922,2.499775704,3.524445678,3.637973207,3.303690666,3.83247689,2.780638812,2.907585201,3.647029326,2.938489822,2.380729274,3.274954207,3.145266515
2.978440879,3.012079653,3.851005922,3.583737236,3.025635083,3.839747894,2.681039785,3.521214081,3.015659724,3.181127523,2.821781884,3.113664043,3.762320511,2.670152272,3.143172157
2.058684885,2.978284517,1.384266611,3.883369536,3.673772313,2.683015087,3.705334266,3.402857792,2.473878555,3.434959375,2.982146637,3.090501762,2.553563712,3.274634166,3.422088626
3.548564449,2.518998814,3.089958669,3.63090953,3.249346483,3.427796366,1.746180426,3.13642544,4.023975567,3.063611257,1.152549101,3.108589938,3.413182266,3.477990493,3.441239332
2.760570783,3.593427923,3.958698682,1.603304497,2.896068098,2.330224687,1.864084618,2.333326191,3.017883585,2.344509657,3.577748019,2.990116354,3.099235391,3.40570602,3.164070426
3.320043585,3.164601364,3.713092287,1.956921607,2.143592093,3.852787876,2.753313589,2.766229333,2.637099487,3.854014854,3.314007491,2.745941216,3.410424309,2.418197831,3.814513232
3.872071272,2.496554284,3.509885851,3.253185999,3.084120789,3.870964114,2.47547201,3.214386565,3.018323657,2.434389501,2.402673994,2.133959662,3.456340463,2.626531136,3.1129412
2.86316209,3.236079931,3.242969403,3.658254943,2.401726145,2.863141114,3.8423019,3.369160501,2.987920426,3.018612345,2.780247371,3.303688206,2.805290367,2.878879277,3.243763018
2.647447983,3.667226046,2.089065986,2.383737746,2.674904496,3.609750251,2.900559897,3.59086828,3.636868577,2.154275459,3.102020249,3.032071385,3.926794462,3.345603727,1.704156219
3.320227308,2.379891029,1.773844912,3.156418614,2.871241019,2.344583536,3.9961097,2.497850812,3.498567044,2.61913774,2.00155358,3.866652204,3.914504234,3.999393183,3.482680611
2.255856896,3.377001302,2.663153992,2.925538343,3.908132381,3.504700466,3.02347099,3.988240829,3.208347609,2.856431067,3.039663674,3.924338951,3.317334347,2.839270755,3.901643447
3.181921168,3.772462857,2.605645194,3.155579802,2.257719987,3.255976613,3.146030072,3.329609069,3.101006036,2.130363039,3.365136979,2.283647252,3.676547189,2.870233184,3.166462642
2.897752395,3.19635482,3.484462239,3.152672383,3.766543552,3.885346806,3.393687374,3.371777382,3.270853352,3.272432922,2.971121313,3.914590641,2.025451415,3.25962112,3.407782111
2.761568626,2.998912093,3.708629367,3.606008912,3.261960656,3.357848806,1.652718859,3.778527709,3.364116819,2.857652121,2.671247574,3.697539047,3.067640145,3.996050981,2.465489711
3.78979297,2.882126,3.739691133,2.871539522,3.714414367,3.980553296,1.825186791,3.175348691,2.790660025,3.075766186,2.775261711,3.36069654,1.991684555,3.507712302,3.377587245
2.928801732,3.745570295,2.196457196,3.272588587,2.675339086,3.901068491,3.197253232,3.348379106,2.731262281,3.610948527,2.676296425,3.690678226,3.17780154,3.554681888,2.831722155
3.377947851,2.246808821,3.781790228,3.008237211,3.402115477,3.497028834,2.958433774,3.204424749,3.217708106,2.743460809,3.576713066,2.320743121,3.356028622,3.505307933,3.918280403
3.63647243,3.124294911,2.600107443,3.56199717,3.641061327,3.258934997,2.199805916,2.605206353,2.446986541,3.49854548,3.800699894,3.514046447,1.763075353,3.573334062,3.53794455
3.379219672,3.481664111,2.576119181,2.827617903,3.286411079,2.337180872,2.478733084,2.492673204,2.62253788,3.825287267,3.186373597,3.466539429,3.342498267,1.763392324,3.299543817
2.969874276,3.372132244,2.488275546,2.809343682,2.637311651,1.975480213,1.843297625,3.508859517,2.599491224,3.235269678,3.48480444,3.230861572,3.198861053,3.456781815,3.810485659
2.571822789,2.449059087,3.76618105,1.418391162,2.175140034,3.875264019,3.467895236,2.005984031,3.056334251,3.488002811,2.861735402,2.920394895,3.690187092,3.046478198,3.062600819
2.57536779,2.920402434,3.008348097,3.197368094,3.254121943,3.308672887,3.0001906,3.804294618,3.434101956,2.699908987,1.552622474,3.175632914,3.790624517,1.842906855,2.539587746
3.655353107,2.602386664,3.388616407,3.351678659,1.954322481,2.818600688,3.713362604,2.847965468,2.223745113,2.277612865,3.097155486,3.144786834,3.281599135,3.193140595,2.875450102
2.032852205,3.422692823,2.888837345,3.372647268,4.01643922,3.061850848,3.273981683,1.779860062,2.962288525,3.457402049,3.159123627,2.905087799,2.886742719,3.348782924,2.683154285
2.865514838,3.641808929,1.951304625,3.304215487,3.583665394,3.266369699,2.606766954,3.300371046,3.816720603,3.4567312,2.562745846,1.907362411,3.54340404,2.806395283,3.247852268
3.425612788,2.213704113,3.238395972,3.665654722,3.875197771,3.578923445,2.613321577,2.870897042,2.52060463,3.600955191,2.413555497,3.453113988,2.988712403,3.769396651,3.673632861
3.753648025,3.308946498,3.276517783,2.874764646,3.687293707,2.4576105,3.050804165,3.100634753,3.683196637,2.80112153,3.750764422,3.914749021,3.900900474,2.707690755,3.733514835
2.763234923,3.459000276,2.759832617,3.447708525,2.394153074,3.770698419,3.486295287,2.607494097,3.646912869,3.072145985,3.437513267,3.443529776,2.689951472,2.981827632,3.13370204
2.416609759,3.272854097,1.021368978,3.701814348,2.665353352,3.171848629,2.12662676,3.457453395,3.062617146,2.663671367,3.196504923,2.129649061,1.929614789,2.306704657,2.361860323
2.371194716,3.95071845,2.17087659,3.538227258,3.378528322,2.921081508,2.184942394,2.533325107,2.624574761,1.610475051,3.018936566,3.746815159,2.228199754,3.624548328,3.097101984
3.455548994,3.868013993,1.789557029,3.586589081,2.163496201,3.631569125,3.64170309,3.178898256,2.69520428,2.828544541,1.79357411,1.919115923,1.752748044,2.856339056,2.432057137
2.748475631,2.978015399,2.529642195,3.036091938,2.996428106,3.465809547,2.549739886,3.452990902,2.977522264,2.831487569,2.999411125,1.47962982,2.390196213,2.778971446,3.576410383
3.599015431,3.082750387,3.975984583,3.434394091,2.935854766,2.586145548,3.108000272,3.816818249,2.014691649,3.225893086,2.351726569,2.05672767,3.430553277,2.589588238,2.957595535
3.347580733,3.695033355,3.6277713,3.678368434,3.363400227,3.690611258,2.780546565,2.392295754,3.164674279,2.441138003,3.361304088,3.275997659,3.579708785,2.940095707,3.244543079
3.743401608,2.165831059,0.965595949,3.026568733,3.082995514,3.275485988,2.808335231,3.315222113,2.09750144,3.450987279,3.67242628,3.623574446,3.376224116,3.414076418,3.082360528
3.897484112,3.747433244,2.961081161,2.714148837,2.665229102,3.514960822,2.373294237,3.739943539,3.321634848,2.989336174,3.309040029,3.311729713,2.849312866,3.260810737,2.186365863
1.904544563,3.18883871,3.388133437,2.449738731,3.541537376,3.986917193,2.300239508,2.412015398,3.140417398,3.428033059,1.198598232,2.322690039,3.672351805,2.256004436,3.817589512
2.125693542,3.310552527,3.601323433,3.283710418,3.935149058,3.10596367,3.362146371,2.612153279,3.116151164,3.710915989,3.262668691,3.517350536,1.611451194,3.832336244,1.76672521
3.45920117,3.554686763,3.03367267,3.27430026,3.337042971,2.562947294,3.161353787,3.694575602,3.333586179,3.629940945,3.419517837,1.972030926,3.445327802,3.405149179,3.535887369
2.201023787,2.889976495,2.767796282,2.990408047,2.236874087,3.178205791,2.983078002,3.702504667,3.885346125,3.828345817,3.819826862,2.899041664,2.425211772,2.196464205,3.701101491
3.670405832,2.970209332,3.141232125,3.692758818,2.997392257,3.116019959,2.357897051,3.510820182,3.264850568,3.263000999,3.770249299,2.296482563,3.509411247,2.964309632,3.076701437
3.783615975,1.403346121,2.881770345,1.696902432,3.60367425,3.060568517,3.605056196,2.897932827,3.628359926,2.710435077,3.236333454,2.327925242,3.183341265,3.028970331,3.326747144
3.112633252,2.953273119,3.990549358,3.512158459,3.622738544,2.630535869,3.665200989,3.527963234,3.191979859,3.499041822,2.867200378,2.112288109,3.536135282,1.651289503,2.572005033
3.148371299,2.859328735,2.379088704,3.844966388,3.559857238,1.914649884,2.596150546,3.565545205,3.427647749,3.090552641,2.60417085,3.140889296,3.752371518,3.074960929,3.151411023
2.485694529,3.585893898,3.268148907,1.976860031,3.476538988,3.764972835,3.378339142,2.42438535,3.465388301,3.744633762,1.691845872,3.237064224,2.168148788,2.843990829,3.349291949
3.766948104,2.671555807,2.196390899,3.584273654,4.012880768,2.635366865,3.01662042,3.468175431,2.423945541,2.930324058,3.838481317,3.540974729,3.966346869,3.567265254,3.264374391
3.980229663,1.989474581,3.036445924,3.781272931,3.744673114,2.191490717,3.279170912,2.73681223,3.631444591,3.900955034,3.3953996,3.446373146,3.097838481,3.523229926,3.474111213
